図鑑No.,名前,登録済み？,詳細ページ,備考
152,チコリータ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%81%E3%82%B3%E3%83%AA%E3%83%BC%E3%82%BF,
153,ベイリーフ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%99%E3%82%A4%E3%83%AA%E3%83%BC%E3%83%95,
154,メガニウム,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A1%E3%82%AC%E3%83%8B%E3%82%A6%E3%83%A0,
155,ヒノアラシ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%92%E3%83%8E%E3%82%A2%E3%83%A9%E3%82%B7,
156,マグマラシ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9E%E3%82%B0%E3%83%9E%E3%83%A9%E3%82%B7,
157,バクフーン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%90%E3%82%AF%E3%83%95%E3%83%BC%E3%83%B3,
157,バクフーン(ヒスイのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%90%E3%82%AF%E3%83%95%E3%83%BC%E3%83%B3,
158,ワニノコ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%AF%E3%83%8B%E3%83%8E%E3%82%B3,
159,アリゲイツ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A2%E3%83%AA%E3%82%B2%E3%82%A4%E3%83%84,
160,オーダイル,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AA%E3%83%BC%E3%83%80%E3%82%A4%E3%83%AB,
161,オタチ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AA%E3%82%BF%E3%83%81,
162,オオタチ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AA%E3%82%AA%E3%82%BF%E3%83%81,
163,ホーホー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9B%E3%83%BC%E3%83%9B%E3%83%BC,
164,ヨルノズク,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A8%E3%83%AB%E3%83%8E%E3%82%BA%E3%82%AF,
165,レディバ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%AC%E3%83%87%E3%82%A3%E3%83%90,
166,レディアン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%AC%E3%83%87%E3%82%A3%E3%82%A2%E3%83%B3,
167,イトマル,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A4%E3%83%88%E3%83%9E%E3%83%AB,
168,アリアドス,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A2%E3%83%AA%E3%82%A2%E3%83%89%E3%82%B9,
169,クロバット,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AF%E3%83%AD%E3%83%90%E3%83%83%E3%83%88,
170,チョンチー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%81%E3%83%A7%E3%83%B3%E3%83%81%E3%83%BC,
171,ランターン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A9%E3%83%B3%E3%82%BF%E3%83%BC%E3%83%B3,
172,ピチュー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%94%E3%83%81%E3%83%A5%E3%83%BC,
173,ピィ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%94%E3%82%A3,
174,ププリン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%97%E3%83%97%E3%83%AA%E3%83%B3,
175,トゲピー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%88%E3%82%B2%E3%83%94%E3%83%BC,
176,トゲチック,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%88%E3%82%B2%E3%83%81%E3%83%83%E3%82%AF,
177,ネイティ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8D%E3%82%A4%E3%83%86%E3%82%A3,
178,ネイティオ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8D%E3%82%A4%E3%83%86%E3%82%A3%E3%82%AA,
179,メリープ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A1%E3%83%AA%E3%83%BC%E3%83%97,
180,モココ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A2%E3%82%B3%E3%82%B3,
181,デンリュウ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%87%E3%83%B3%E3%83%AA%E3%83%A5%E3%82%A6,
182,キレイハナ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AD%E3%83%AC%E3%82%A4%E3%83%8F%E3%83%8A,
183,マリル,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9E%E3%83%AA%E3%83%AB,
184,マリルリ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9E%E3%83%AA%E3%83%AB%E3%83%AA,
185,ウソッキー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A6%E3%82%BD%E3%83%83%E3%82%AD%E3%83%BC,
186,ニョロトノ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8B%E3%83%A7%E3%83%AD%E3%83%88%E3%83%8E,
187,ハネッコ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8F%E3%83%8D%E3%83%83%E3%82%B3,
188,ポポッコ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9D%E3%83%9D%E3%83%83%E3%82%B3,
189,ワタッコ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%AF%E3%82%BF%E3%83%83%E3%82%B3,
190,エイパム,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A8%E3%82%A4%E3%83%91%E3%83%A0,
191,ヒマナッツ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%92%E3%83%9E%E3%83%8A%E3%83%83%E3%83%84,
192,キマワリ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AD%E3%83%9E%E3%83%AF%E3%83%AA,
193,ヤンヤンマ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A4%E3%83%B3%E3%83%A4%E3%83%B3%E3%83%9E,
194,ウパー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A6%E3%83%91%E3%83%BC,
194,ウパー(パルデアのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A6%E3%83%91%E3%83%BC,
195,ヌオー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8C%E3%82%AA%E3%83%BC,
196,エーフィ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A8%E3%83%BC%E3%83%95%E3%82%A3,
197,ブラッキー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%96%E3%83%A9%E3%83%83%E3%82%AD%E3%83%BC,
198,ヤミカラス,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A4%E3%83%9F%E3%82%AB%E3%83%A9%E3%82%B9,
199,ヤドキング,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A4%E3%83%89%E3%82%AD%E3%83%B3%E3%82%B0,
199,ヤドキング(ガラルのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A4%E3%83%89%E3%82%AD%E3%83%B3%E3%82%B0,
200,ムウマ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A0%E3%82%A6%E3%83%9E,
201,アンノーン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A2%E3%83%B3%E3%83%8E%E3%83%BC%E3%83%B3,
202,ソーナンス,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%BD%E3%83%BC%E3%83%8A%E3%83%B3%E3%82%B9,
203,キリンリキ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AD%E3%83%AA%E3%83%B3%E3%83%AA%E3%82%AD,
204,クヌギダマ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AF%E3%83%8C%E3%82%AE%E3%83%80%E3%83%9E,
205,フォレトス,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%95%E3%82%A9%E3%83%AC%E3%83%88%E3%82%B9,
206,ノコッチ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8E%E3%82%B3%E3%83%83%E3%83%81,
207,グライガー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B0%E3%83%A9%E3%82%A4%E3%82%AC%E3%83%BC,
208,ハガネール,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8F%E3%82%AC%E3%83%8D%E3%83%BC%E3%83%AB,
209,ブルー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%96%E3%83%AB%E3%83%BC,
210,グランブル,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B0%E3%83%A9%E3%83%B3%E3%83%96%E3%83%AB,
211,ハリーセン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8F%E3%83%AA%E3%83%BC%E3%82%BB%E3%83%B3,
211,ハリーセン(ヒスイのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8F%E3%83%AA%E3%83%BC%E3%82%BB%E3%83%B3,
212,ハッサム,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8F%E3%83%83%E3%82%B5%E3%83%A0,
213,ツボツボ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%84%E3%83%9C%E3%83%84%E3%83%9C,
214,ヘラクロス,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%98%E3%83%A9%E3%82%AF%E3%83%AD%E3%82%B9,
215,ニューラ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8B%E3%83%A5%E3%83%BC%E3%83%A9,
215,ニューラ(ヒスイのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8B%E3%83%A5%E3%83%BC%E3%83%A9,
216,ヒメグマ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%92%E3%83%A1%E3%82%B0%E3%83%9E,
217,リングマ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%AA%E3%83%B3%E3%82%B0%E3%83%9E,
218,マグマッグ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9E%E3%82%B0%E3%83%9E%E3%83%83%E3%82%B0,
219,マグカルゴ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9E%E3%82%B0%E3%82%AB%E3%83%AB%E3%82%B4,
220,ウリムー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A6%E3%83%AA%E3%83%A0%E3%83%BC,
221,イノムー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A4%E3%83%8E%E3%83%A0%E3%83%BC,
222,サニーゴ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B5%E3%83%8B%E3%83%BC%E3%82%B4,
222,サニーゴ(ガラルのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B5%E3%83%8B%E3%83%BC%E3%82%B4,
223,テッポウオ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%86%E3%83%83%E3%83%9D%E3%82%A6%E3%82%AA,
224,オクタン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AA%E3%82%AF%E3%82%BF%E3%83%B3,
225,デリバード,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%87%E3%83%AA%E3%83%90%E3%83%BC%E3%83%89,
226,マンタイン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9E%E3%83%B3%E3%82%BF%E3%82%A4%E3%83%B3,
227,エアームド,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A8%E3%82%A2%E3%83%BC%E3%83%A0%E3%83%89,
228,デルビル,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%87%E3%83%AB%E3%83%93%E3%83%AB,
229,ヘルガー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%98%E3%83%AB%E3%82%AC%E3%83%BC,
230,キングドラ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AD%E3%83%B3%E3%82%B0%E3%83%89%E3%83%A9,
231,ゴマゾウ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B4%E3%83%9E%E3%82%BE%E3%82%A6,
232,ドンファン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%89%E3%83%B3%E3%83%95%E3%82%A1%E3%83%B3,
233,ポリゴン2,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9D%E3%83%AA%E3%82%B4%E3%83%B32,
234,オドシシ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AA%E3%83%89%E3%82%B7%E3%82%B7,
235,ドーブル,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%89%E3%83%BC%E3%83%96%E3%83%AB,
236,バルキー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%90%E3%83%AB%E3%82%AD%E3%83%BC,
237,カポエラー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AB%E3%83%9D%E3%82%A8%E3%83%A9%E3%83%BC,
238,ムチュール,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A0%E3%83%81%E3%83%A5%E3%83%BC%E3%83%AB,
239,エレキッド,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A8%E3%83%AC%E3%82%AD%E3%83%83%E3%83%89,
240,ブビィ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%96%E3%83%93%E3%82%A3,
241,ミルタンク,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9F%E3%83%AB%E3%82%BF%E3%83%B3%E3%82%AF,
242,ハピナス,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8F%E3%83%94%E3%83%8A%E3%82%B9,
243,ライコウ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A9%E3%82%A4%E3%82%B3%E3%82%A6,
244,エンテイ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A8%E3%83%B3%E3%83%86%E3%82%A4,
245,スイクン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B9%E3%82%A4%E3%82%AF%E3%83%B3,
246,ヨーギラス,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A8%E3%83%BC%E3%82%AE%E3%83%A9%E3%82%B9,
247,サナギラス,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B5%E3%83%8A%E3%82%AE%E3%83%A9%E3%82%B9,
248,バンギラス,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%90%E3%83%B3%E3%82%AE%E3%83%A9%E3%82%B9,
249,ルギア,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%AB%E3%82%AE%E3%82%A2,
250,ホウオウ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9B%E3%82%A6%E3%82%AA%E3%82%A6,
251,セレビィ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%BB%E3%83%AC%E3%83%93%E3%82%A3,
252,キモリ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AD%E3%83%A2%E3%83%AA,
253,ジュプトル,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B8%E3%83%A5%E3%83%97%E3%83%88%E3%83%AB,
254,ジュカイン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B8%E3%83%A5%E3%82%AB%E3%82%A4%E3%83%B3,
255,アチャモ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A2%E3%83%81%E3%83%A3%E3%83%A2,
256,ワカシャモ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%AF%E3%82%AB%E3%82%B7%E3%83%A3%E3%83%A2,
257,バシャーモ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%90%E3%82%B7%E3%83%A3%E3%83%BC%E3%83%A2,
258,ミズゴロウ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9F%E3%82%BA%E3%82%B4%E3%83%AD%E3%82%A6,
259,ヌマクロー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8C%E3%83%9E%E3%82%AF%E3%83%AD%E3%83%BC,
260,ラグラージ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A9%E3%82%B0%E3%83%A9%E3%83%BC%E3%82%B8,
261,ポチエナ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9D%E3%83%81%E3%82%A8%E3%83%8A,
262,グラエナ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B0%E3%83%A9%E3%82%A8%E3%83%8A,
263,ジグザグマ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B8%E3%82%B0%E3%82%B6%E3%82%B0%E3%83%9E,
263,ジグザグマ(ガラルのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B8%E3%82%B0%E3%82%B6%E3%82%B0%E3%83%9E,
264,マッスグマ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9E%E3%83%83%E3%82%B9%E3%82%B0%E3%83%9E,
264,マッスグマ(ガラルのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9E%E3%83%83%E3%82%B9%E3%82%B0%E3%83%9E,
265,ケムッソ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B1%E3%83%A0%E3%83%83%E3%82%BD,
266,カラサリス,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AB%E3%83%A9%E3%82%B5%E3%83%AA%E3%82%B9,
267,アゲハント,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A2%E3%82%B2%E3%83%8F%E3%83%B3%E3%83%88,
268,マユルド,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9E%E3%83%A6%E3%83%AB%E3%83%89,
269,ドクケイル,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%89%E3%82%AF%E3%82%B1%E3%82%A4%E3%83%AB,
270,ハスボー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8F%E3%82%B9%E3%83%9C%E3%83%BC,
271,ハスブレロ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8F%E3%82%B9%E3%83%96%E3%83%AC%E3%83%AD,
272,ルンパッパ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%AB%E3%83%B3%E3%83%91%E3%83%83%E3%83%91,
273,タネボー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%BF%E3%83%8D%E3%83%9C%E3%83%BC,
274,コノハナ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B3%E3%83%8E%E3%83%8F%E3%83%8A,
275,ダーテング,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%80%E3%83%BC%E3%83%86%E3%83%B3%E3%82%B0,
276,スバメ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B9%E3%83%90%E3%83%A1,
277,オオスバメ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AA%E3%82%AA%E3%82%B9%E3%83%90%E3%83%A1,
278,キャモメ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AD%E3%83%A3%E3%83%A2%E3%83%A1,
279,ペリッパー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9A%E3%83%AA%E3%83%83%E3%83%91%E3%83%BC,
280,ラルトス,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A9%E3%83%AB%E3%83%88%E3%82%B9,
281,キルリア,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AD%E3%83%AB%E3%83%AA%E3%82%A2,
282,サーナイト,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B5%E3%83%BC%E3%83%8A%E3%82%A4%E3%83%88,
283,アメタマ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A2%E3%83%A1%E3%82%BF%E3%83%9E,
284,アメモース,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A2%E3%83%A1%E3%83%A2%E3%83%BC%E3%82%B9,
285,キノココ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AD%E3%83%8E%E3%82%B3%E3%82%B3,
286,キノガッサ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AD%E3%83%8E%E3%82%AC%E3%83%83%E3%82%B5,
287,ナマケロ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8A%E3%83%9E%E3%82%B1%E3%83%AD,
288,ヤルキモノ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A4%E3%83%AB%E3%82%AD%E3%83%A2%E3%83%8E,
289,ケッキング,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B1%E3%83%83%E3%82%AD%E3%83%B3%E3%82%B0,
290,ツチニン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%84%E3%83%81%E3%83%8B%E3%83%B3,
291,テッカニン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%86%E3%83%83%E3%82%AB%E3%83%8B%E3%83%B3,
292,ヌケニン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8C%E3%82%B1%E3%83%8B%E3%83%B3,
293,ゴニョニョ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B4%E3%83%8B%E3%83%A7%E3%83%8B%E3%83%A7,
294,ドゴーム,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%89%E3%82%B4%E3%83%BC%E3%83%A0,
295,バクオング,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%90%E3%82%AF%E3%82%AA%E3%83%B3%E3%82%B0,
296,マクノシタ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9E%E3%82%AF%E3%83%8E%E3%82%B7%E3%82%BF,
297,ハリテヤマ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8F%E3%83%AA%E3%83%86%E3%83%A4%E3%83%9E,
298,ルリリ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%AB%E3%83%AA%E3%83%AA,
299,ノズパス,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8E%E3%82%BA%E3%83%91%E3%82%B9,
300,エネコ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A8%E3%83%8D%E3%82%B3,
301,エネコロロ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A8%E3%83%8D%E3%82%B3%E3%83%AD%E3%83%AD,
302,ヤミラミ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A4%E3%83%9F%E3%83%A9%E3%83%9F,
303,クチート,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AF%E3%83%81%E3%83%BC%E3%83%88,
304,ココドラ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B3%E3%82%B3%E3%83%89%E3%83%A9,
305,コドラ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B3%E3%83%89%E3%83%A9,
306,ボスゴドラ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9C%E3%82%B9%E3%82%B4%E3%83%89%E3%83%A9,
307,アサナン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A2%E3%82%B5%E3%83%8A%E3%83%B3,
308,チャーレム,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%81%E3%83%A3%E3%83%BC%E3%83%AC%E3%83%A0,
309,ラクライ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A9%E3%82%AF%E3%83%A9%E3%82%A4,
310,ライボルト,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A9%E3%82%A4%E3%83%9C%E3%83%AB%E3%83%88,
311,プラスル,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%97%E3%83%A9%E3%82%B9%E3%83%AB,
312,マイナン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9E%E3%82%A4%E3%83%8A%E3%83%B3,
313,バルビート,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%90%E3%83%AB%E3%83%93%E3%83%BC%E3%83%88,
314,イルミーゼ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A4%E3%83%AB%E3%83%9F%E3%83%BC%E3%82%BC,
315,ロゼリア,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%AD%E3%82%BC%E3%83%AA%E3%82%A2,
316,ゴクリン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B4%E3%82%AF%E3%83%AA%E3%83%B3,
317,マルノーム,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9E%E3%83%AB%E3%83%8E%E3%83%BC%E3%83%A0,
318,キバニア,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AD%E3%83%90%E3%83%8B%E3%82%A2,
319,サメハダー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B5%E3%83%A1%E3%83%8F%E3%83%80%E3%83%BC,
320,ホエルコ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9B%E3%82%A8%E3%83%AB%E3%82%B3,
321,ホエルオー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9B%E3%82%A8%E3%83%AB%E3%82%AA%E3%83%BC,
322,ドンメル,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%89%E3%83%B3%E3%83%A1%E3%83%AB,
323,バクーダ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%90%E3%82%AF%E3%83%BC%E3%83%80,
324,コータス,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B3%E3%83%BC%E3%82%BF%E3%82%B9,
325,バネブー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%90%E3%83%8D%E3%83%96%E3%83%BC,
326,ブーピッグ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%96%E3%83%BC%E3%83%94%E3%83%83%E3%82%B0,
327,パッチール,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%91%E3%83%83%E3%83%81%E3%83%BC%E3%83%AB,
328,ナックラー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8A%E3%83%83%E3%82%AF%E3%83%A9%E3%83%BC,
329,ビブラーバ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%93%E3%83%96%E3%83%A9%E3%83%BC%E3%83%90,
330,フライゴン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%95%E3%83%A9%E3%82%A4%E3%82%B4%E3%83%B3,
331,サボネア,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B5%E3%83%9C%E3%83%8D%E3%82%A2,
332,ノクタス,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8E%E3%82%AF%E3%82%BF%E3%82%B9,
333,チルット,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%81%E3%83%AB%E3%83%83%E3%83%88,
